Y,0.56172812,0.771587431,-0.162251949,0.436373323,0.765287519,-0.192958564,0.597814322,0.907481551,-0.184370488,0.379148483,0.898177743,-0.22038582,0.626989663,1.00224638,-0.325642794,0.382508397,1.03627193,-0.322546929
Y,0.551078796,0.761983633,-0.039518952,0.43247956,0.753380418,-0.034820627,0.626731336,0.830323339,-0.214382216,0.371371627,0.817649662,-0.230957359,0.649688125,0.800308764,-0.455547422,0.343537658,0.817020178,-0.526280522
Y,0.544548869,0.760656476,-0.03490049,0.428597629,0.756397486,-0.02831186,0.630615175,0.749784827,-0.21015659,0.350203156,0.784802318,-0.218242839,0.644441247,0.682964921,-0.422997326,0.334617555,0.70053196,-0.436179221
Y,0.537733555,0.753881097,0.045088962,0.425674617,0.749667466,0.044266421,0.622342646,0.720849752,-0.05655662,0.348894358,0.736558795,-0.049486112,0.644949734,0.61835736,-0.227115437,0.328642815,0.628556371,-0.184774846
Y,0.530375004,0.736013293,-0.238045484,0.426229328,0.739087701,-0.164762795,0.599037647,0.680531204,-0.326870322,0.348011494,0.710933089,-0.169866711,0.629409969,0.550343394,-0.439407289,0.329981357,0.583502233,-0.280746996
Y,0.530588627,0.730974674,-0.350312859,0.427211285,0.729719043,-0.317492843,0.588745415,0.633942962,-0.511332452,0.363852531,0.66253829,-0.443548381,0.620360732,0.496143967,-0.598087788,0.335005105,0.547068536,-0.539587438
Y,0.527956843,0.724121928,-0.332156599,0.432909012,0.722337484,-0.294221669,0.575385928,0.629934549,-0.476576895,0.378268987,0.672308981,-0.410288572,0.611860573,0.496246457,-0.580168724,0.337475121,0.544088244,-0.532601535
Y,0.525997639,0.724926412,-0.31686011,0.434382379,0.72007364,-0.232350498,0.57304889,0.625264287,-0.447361708,0.38017574,0.636106193,-0.352605224,0.613036275,0.495846212,-0.565810621,0.339223564,0.522657156,-0.318598092
Y,0.527622044,0.729910791,-0.339400709,0.440843046,0.727461159,-0.242433384,0.574341118,0.63265872,-0.472942263,0.387436658,0.646341503,-0.287330568,0.617412746,0.501734078,-0.590446353,0.343292654,0.527760625,-0.35783425
Y,0.532399297,0.737677932,-0.25773409,0.442598581,0.726987183,-0.155548826,0.582217872,0.640523672,-0.377000004,0.390028059,0.635164201,-0.158338219,0.620276093,0.506819546,-0.506813049,0.346953005,0.525700271,-0.259728014
Y,0.531152964,0.73686254,-0.248126268,0.4429079,0.725044429,-0.178914398,0.581099451,0.640145659,-0.388868958,0.3910456,0.630223811,-0.221257299,0.621776938,0.506789267,-0.50342381,0.3476803,0.524859488,-0.387521982
Y,0.529468358,0.738266826,-0.239820868,0.441886902,0.727474451,-0.200489238,0.57876122,0.65001291,-0.404317379,0.38983205,0.633278131,-0.379677832,0.620764256,0.516613305,-0.519302845,0.348924696,0.523219109,-0.56897074
Y,0.527897596,0.739949346,-0.219485357,0.439296782,0.729131818,-0.1871842,0.578992426,0.650027514,-0.385283351,0.388535112,0.631275296,-0.382762522,0.620843887,0.516518712,-0.502274573,0.348563641,0.521706522,-0.586350918
Y,0.527061164,0.742831349,-0.227808744,0.435903966,0.731186509,-0.198015302,0.576311767,0.65465951,-0.386280119,0.385011017,0.634005487,-0.45152992,0.617225289,0.518495619,-0.513219297,0.34673804,0.5216434,-0.69289428
Y,0.523351729,0.741451859,-0.202268809,0.434075415,0.729707181,-0.189872414,0.573713422,0.649558723,-0.342193425,0.384593874,0.638126731,-0.370415658,0.614674926,0.512707114,-0.451710761,0.344685555,0.522696376,-0.561186433
Y,0.520546257,0.741454303,-0.205795407,0.431141794,0.729710877,-0.176250637,0.570270658,0.651688457,-0.354451627,0.381583184,0.638876081,-0.332685769,0.611363113,0.514096975,-0.47540164,0.342089951,0.523190916,-0.52137053
Y,0.518080831,0.742009878,-0.262163669,0.426156759,0.728608966,-0.258030266,0.564427316,0.652646959,-0.425667465,0.379778415,0.638919055,-0.486787498,0.606810391,0.51434052,-0.563868046,0.34104985,0.523608923,-0.714460194
Y,0.515695035,0.744367361,-0.208728343,0.423826844,0.731187701,-0.217790335,0.56243515,0.652990282,-0.352360547,0.379321575,0.642395496,-0.425965607,0.605056167,0.516032934,-0.45983538,0.340767801,0.522453249,-0.628700614
Y,0.514231801,0.743321717,-0.193621784,0.422186762,0.730965018,-0.186144456,0.561205208,0.656807244,-0.358147204,0.376513809,0.649333,-0.388941914,0.601758242,0.51466912,-0.462809741,0.33967194,0.521973431,-0.599832892
Y,0.514247656,0.742688417,-0.27046001,0.42206198,0.729843199,-0.273018777,0.559349656,0.654274762,-0.444507509,0.377019227,0.652897537,-0.524043441,0.598983467,0.514370322,-0.581515968,0.339632154,0.523582518,-0.770621777
Y,0.515971065,0.743846118,-0.262306005,0.423049688,0.729547024,-0.246606588,0.560479879,0.648136616,-0.439112425,0.377552569,0.648098469,-0.457886457,0.600270987,0.511605382,-0.564715683,0.340185463,0.522369027,-0.669437528
